"Module","Service","Function","Endpoint","Create DTO","Update DTO","Detail DTO","List DTO","Filter DTO","Fields"
"RolePermission","RolePermissionService","updateRejectPermission","POST /adminapi/requestPermission/update/rejected ","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Role","RoleService","list","GET /adminapi/role/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Role","RoleService","update","POST /adminapi/role/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Role","RoleService","detail","GET /adminapi/role/get","","","Query DTO: id required.","","",""
"Role","RoleService","delete","DELETE /adminapi/role/delete","","","","","",""
"Role","RoleService","delete","POST /adminapi/role/list/branch","","","","","",""
"Role","RoleService","list_branch","POST /adminapi/role/list/branch","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Role","RoleService","list_branch","POST /adminapi/role/list/branch","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Role","RoleService","lstCost","GET /adminapi/role/get","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Role","RoleService","updateCost","POST /adminapi/role/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Role","RoleService","updateParent","POST /adminapi/role/update/parent","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleFlow","SaleFlowService","list","GET /adminapi/saleflow/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SaleFlow","SaleFlowService","update","POST /adminapi/saleflow/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleFlow","SaleFlowService","detail","GET /adminapi/saleflow/get","","","Query DTO: id required.","","",""
"SaleFlow","SaleFlowService","delete","DELETE /adminapi/saleflow/delete","","","","","",""
"SaleflowInvoice","SaleflowInvoiceService","list","GET /adminapi/saleflowInvoice/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SaleflowInvoice","SaleflowInvoiceService","update","POST /adminapi/saleflowInvoice/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleflowInvoice","SaleflowInvoiceService","updateApproach","POST /adminapi/saleflowInvoice/update/approach","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleflowInvoice","SaleflowInvoiceService","updateApproachSuccess","POST /adminapi/saleflowInvoice/update/success","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleflowInvoice","SaleflowInvoiceService","updateApproachCancel","POST /adminapi/saleflowInvoice/update/cancel","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleflowInvoice","SaleflowInvoiceService","detail","GET /adminapi/saleflowInvoice/get","","","Query DTO: id required.","","",""
"SaleflowInvoice","SaleflowInvoiceService","delete","DELETE /adminapi/saleflowInvoice/delete","","","","","",""
"SaleflowInvoice","SaleflowInvoiceService","invoiceExchange","GET /adminapi/saleflowExchange/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleflowInvoice","SaleflowInvoiceService","deleteInvoiceExchange","DELETE /adminapi/saleflowExchange/delete","","","","","",""
"SaleflowInvoice","SaleflowInvoiceService","addInvoiceExchange","POST /adminapi/saleflowExchange/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SaleflowInvoice","SaleflowInvoiceService","updateInvoiceExchange","GET /adminapi/saleflowExchange/get","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","",""
"ScheduleCommon","ScheduleCommonService","listCommon","GET /adminapi/schedule/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ScheduleCommon","ScheduleCommonService","listRelatedToCustomer","GET /adminapi/schedule/list/by_customer","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ScheduleConsultant","ScheduleConsultantService","list","GET /adminapi/scheduleConsultant/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ScheduleConsultant","ScheduleConsultantService","update","POST /adminapi/scheduleConsultant/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ScheduleConsultant","ScheduleConsultantService","updateKafka","POST /bpmapi/kafka/activate/receiveTask","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ScheduleConsultant","ScheduleConsultantService","detail","GET /adminapi/scheduleConsultant/get","","","Query DTO: id required.","","",""
"ScheduleConsultant","ScheduleConsultantService","delete","DELETE /adminapi/scheduleConsultant/delete","","","","","",""
"ScheduleTreatment","ScheduleTreatmentService","list","GET /adminapi/scheduleTreatment/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"ScheduleTreatment","ScheduleTreatmentService","update","POST /adminapi/scheduleTreatment/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ScheduleTreatment","ScheduleTreatmentService","updateKafka","POST /bpmapi/kafka/activateProcess","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"ScheduleTreatment","ScheduleTreatmentService","detail","GET /adminapi/scheduleTreatment/get","","","Query DTO: id required.","","",""
"ScheduleTreatment","ScheduleTreatmentService","delete","DELETE /adminapi/scheduleTreatment/delete","","","","","",""
"SegmentFilter","SegmentFilterService","listSegmentMapping","GET /bpmapi/bpmSegmentFilter/mapping/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SegmentFilter","SegmentFilterService","updateSegmentMapping","POST /bpmapi/bpmSegmentFilter/mapping/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SegmentFilter","SegmentFilterService","deleteSegmentMapping","DELETE /bpmapi/bpmSegmentFilter/mapping/delete","","","","","",""
"SegmentFilter","SegmentFilterService","updateSegment","POST /bpmapi/bpmSegmentFilter/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SendEmail","SendEmailService","listSendEmail","GET /adminapi/emailRequest/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SendEmail","SendEmailService","sendEmail","POST /adminapi/emailRequest/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SendEmail","SendEmailService","detailSendEmail","GET /adminapi/emailRequest/get","","","Query DTO: id required.","","",""
"SendEmail","SendEmailService","deleteSendEmail","DELETE /adminapi/emailRequest/delete","","","","","",""
"SendEmail","SendEmailService","approveEmail","GET /adminapi/emailRequest/approve","","Body DTO or query id + mutable fields/status/action metadata.","","","",""
"SendEmail","SendEmailService","cancelEmail","GET /adminapi/emailRequest/cancel","","","","","",""
"SendSMS","SendSMSService","listSendSMS","GET /adminapi/smsRequest/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SendSMS","SendSMSService","sendSMS","POST /adminapi/smsRequest/update","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SendSMS","SendSMSService","detailSendSMS","GET /adminapi/smsRequest/get","","","Query DTO: id required.","","",""
"SendSMS","SendSMSService","deleteSendSMS","DELETE /adminapi/smsRequest/delete","","","","","",""
"SendSMS","SendSMSService","approveSMS","GET /adminapi/smsRequest/approve","","Body DTO or query id + mutable fields/status/action metadata.","","","",""
"SendSMS","SendSMSService","cancelSMS","GET /adminapi/smsRequest/cancel","","","","","",""
"Service","ServiceIdApiService","list","GET /api/service/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Service","ServiceService","filter","GET /adminapi/service/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","Advanced filter object/query; must accept dynamic attribute conditions where configured.","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Service","ServiceService","update","POST /adminapi/service/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Service","ServiceService","detail","GET /adminapi/service/get","","","Query DTO: id required.","","",""
"Service","ServiceService","delete","DELETE /adminapi/service/delete","","","","","",""
"Service","ServiceService","listShared","GET /adminapi/service/list/shared","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Service","ServiceService","updateContent","POST /adminapi/service/update/content","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Setting","SettingService","list","GET /adminapi/setting/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Setting","SettingService","update","POST /adminapi/setting/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Setting","SettingService","delete","DELETE /adminapi/setting/delete","","","","","",""
"SheetFieldQuoteForm","SheetFieldQuoteFormService","lst","GET /adminapi/sheetField/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SheetFieldQuoteForm","SheetFieldQuoteFormService","update","POST /adminapi/sheetField/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SheetFieldQuoteForm","SheetFieldQuoteFormService","detail","GET /adminapi/sheetField/get","","","Query DTO: id required.","","",""
"SheetFieldQuoteForm","SheetFieldQuoteFormService","delete","DELETE /adminapi/sheetField/delete","","","","","",""
"SheetFieldQuoteForm","SheetFieldQuoteFormService","updatePostion","POST /adminapi/sheetField/update/position","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SheetQuoteForm","SheetQuoteFormService","lst","GET /adminapi/sheet/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SheetQuoteForm","SheetQuoteFormService","update","POST /adminapi/sheet/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SheetQuoteForm","SheetQuoteFormService","detail","GET /adminapi/sheet/get","","","Query DTO: id required.","","",""
"SheetQuoteForm","SheetQuoteFormService","delete","DELETE /adminapi/sheet/delete","","","","","",""
"SpaceCustomer","SpaceCustomerService","list","GET /spaceCustomer/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SpaceCustomer","SpaceCustomerService","update","POST /spaceCustomer/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SpaceCustomer","SpaceCustomerService","detail","GET /spaceCustomer/get","","","Query DTO: id required.","","",""
"SpaceCustomer","SpaceCustomerService","delete","DELETE /spaceCustomer/delete","","","","","",""
"Space","SpaceService","list","GET /space/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Space","SpaceService","update","POST /space/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Space","SpaceService","detail","GET /space/get","","","Query DTO: id required.","","",""
"Space","SpaceService","delete","DELETE /space/delete","","","","","",""
"SpaceType","SpaceTypeService","list","GET /spaceType/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SpaceType","SpaceTypeService","update","POST /spaceType/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SpaceType","SpaceTypeService","detail","GET /spaceType/get","","","Query DTO: id required.","","",""
"SpaceType","SpaceTypeService","delete","DELETE /spaceType/delete","","","","","",""
"SubsystemAdministration","SubsystemAdministrationService","list","GET /adminapi/module/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SubsystemAdministration","SubsystemAdministrationService","update","POST /adminapi/module/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SubsystemAdministration","SubsystemAdministrationService","detail","GET /adminapi/module/get","","","Query DTO: id required.","","",""
"SubsystemAdministration","SubsystemAdministrationService","delete","DELETE /adminapi/module/delete","","","","","",""
"SubsystemAdministration","SubsystemAdministrationService","addModuleResource","POST /adminapi/moduleResource/add","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SubsystemAdministration","SubsystemAdministrationService","removeModuleResource","DELETE /adminapi/moduleResource/remove","","","","","",""
"SupplierAccount","SupplierAccountService","list","GET `${urlsApi.supplierAccount.list}${convertParamsToString(params)}`","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SupplierAccount","SupplierAccountService","update","POST urlsApi.supplierAccount.update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupplierAccount","SupplierAccountService","updateActive","POST urlsApi.supplierAccount.updateActive","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"SupplierAccount","SupplierAccountService","resetPass","POST urlsApi.supplierAccount.resetPass","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupplierAccount","SupplierAccountService","detail","GET `${urlsApi.supplierAccount.detail}?id=${id}`","","","Query DTO: id required.","","",""
"SupplierAccount","SupplierAccountService","delete","DELETE `${urlsApi.supplierAccount.delete}?id=${id}`","","","","","",""
"SupplierBpm","SupplierBpmService","list","GET `${urlsApi.supplierBpm.list}${convertParamsToString(params)}`","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"SupplierBpm","SupplierBpmService","update","POST urlsApi.supplierBpm.update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupplierBpm","SupplierBpmService","detail","GET `${urlsApi.supplierBpm.detail}?id=${id}`","","","Query DTO: id required.","","",""
"SupplierBpm","SupplierBpmService","delete","DELETE `${urlsApi.supplierBpm.delete}?id=${id}`","","","","","",""
"Supplier","SupplierService","list","GET /organization/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Supplier","SupplierService","update","POST /organization/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Supplier","SupplierService","updateActive","POST /organization/update/active","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"Supplier","SupplierService","detail","GET /organization/get","","","Query DTO: id required.","","",""
"Supplier","SupplierService","delete","DELETE /organization/delete","","","","","",""
"Supplier","SupplierService","listContact","GET /contactOrg/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
"Supplier","SupplierService","deleteContact","DELETE /contactOrg/delete","","","","","",""
"Supplier","SupplierService","detailContact","GET /contactOrg/get","","","Query DTO: id required.","","",""
"SupportCommon","SupportCommonService","lstConfig","GET /adminapi/supportConfig/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","updateConfig","POST /adminapi/supportConfig/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","deleteConfig","DELETE /adminapi/supportConfig/delete","","","","","",""
"SupportCommon","SupportCommonService","detailConfig","GET /adminapi/supportConfig/get","","","Query DTO: id required.","","",""
"SupportCommon","SupportCommonService","lstLink","GET /adminapi/supportLink/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","updateLink","POST /adminapi/supportLink/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","deleteLink","DELETE /adminapi/supportLink/delete","","","","","",""
"SupportCommon","SupportCommonService","lstObject","GET /adminapi/supportObject/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","takeObject","GET /adminapi/supportObject/get/object","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","checkApproved","GET /adminapi/supportObject/checkApproved","","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","updateObject","POST /adminapi/supportObject/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","deleteObject","DELETE /adminapi/supportObject/delete","","","","","",""
"SupportCommon","SupportCommonService","lstLog","GET /adminapi/supportLog/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","updateLog","POST /adminapi/supportLog/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","deleteLog","DELETE /adminapi/supportLog/delete","","","","","",""
"SupportCommon","SupportCommonService","updateStatusSupport","POST /adminapi/support/update/status","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean required<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","processDone","POST /adminapi/supportLog/processDone","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","processReceive","POST /adminapi/supportLog/receive","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SupportCommon","SupportCommonService","processRejected","POST /adminapi/supportLog/processRejected","","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SurveyForm","SurveyFormService","lst","GET /adminapi/surveyForm/list","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SurveyForm","SurveyFormService","update","POST /adminapi/surveyForm/update","Body DTO: id optional for create, id required for update, business fields from form state.","Body DTO or query id + mutable fields/status/action metadata.","","","","id:number|string optional<br>name|title|code:string required<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SurveyForm","SurveyFormService","detail","GET /adminapi/surveyForm/get","","","Query DTO: id required.","","",""
"SurveyForm","SurveyFormService","delete","DELETE /adminapi/surveyForm/delete","","","","","",""
"SurveyForm","SurveyFormService","submitVoc","POST urlsApi.surveyForm.submitVoc","","","","","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"SurveyForm","SurveyFormService","statistic","GET /adminapi/survey","","","","","Advanced filter object/query; must accept dynamic attribute conditions where configured.","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string optional"
"Switchboard","SwitchboardService","list","GET /adminapi/callConfig/list","","","","Query DTO: keyword?, pageIndex?, pageSize?, sort?, filters?, status?, date range?.","","id:number|string optional<br>name|title|code:string optional<br>status|active|isActive:number|boolean optional<br>pageIndex|pageSize|keyword:number|string required"
